,id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
34,18796,36.31391910439163,Active,2XU Men's Compression Long Sleeve Top,2XU,84.05999755859375,Men,DDBEC3BD380A444ACE1E4206072A0085,1
35,24644,27.872100528435407,Socks,2XU Men's Compression Race Sock,2XU,49.950000762939446,Men,C9344998D1ECC002E56B572B310A2AB1,1
36,24674,35.64000008627772,Socks,2XU Men's Elite Compression Performance Sock,2XU,60.0,Men,8921E04BEB6F494B73E3C8FE8928807A,1
37,24731,25.58795095982142,Socks,2XU Men's Compression Recovery Sock,2XU,43.150001525878906,Men,C5D644FA8A86AD83E43F040A9EEB4BBC,1
38,27569,92.6525625942932,Swim,2XU Men's Swimmers Compression Long Sleeve Top,2XU,150.41000366210938,Men,B23C5765E165D83AA924FA8F13C05F25,1
39,3206,38.31499995291233,Dresses,AGB Women's Long Sleeve Striped Sweater Dress,AGB,79.0,Women,211ED78FE91938B90F84A51944B08D5A,1
40,3660,21.91964971384816,Dresses,AGB Women's Short Sleeve Cowl Necked Sweater Dress,AGB,50.38999938964844,Women,9627C45DF543C816A3DDF2D8EA686A99,1
41,3682,18.956299259465936,Dresses,AGB Women's Striped Long Sleeve Sweater Dress With Sash,AGB,45.34999847412109,Women,898AEF0932F6AAECDA27ABA8E9903991,1
42,3730,39.070999938994646,Dresses,AGB Women's V-Neck Dress With Draped Side,AGB,89.0,Women,D8C24CA8F23C562A5600876CA2A550CE,1
43,3943,26.28080032457113,Dresses,AGB Women's Plus-Size Ruched Short Sleeve V-Neck Dress with Empire Waistline,AGB,53.200000762939446,Women,DA21BAE82C02D1E2B8168D57CD3FBAB7,1
44,5353,22.46999996714294,Pants & Capris,AGB Women's Solid Challis Palazzo Pant With Self Sash,AGB,42.0,Women,AA0D2A804A3510442F2FD40F2100B054,1
45,5433,11.640959460911304,Pants & Capris,BKE Women's Casual Linen Cotton Natural Comfortable Pants,BKE,20.209999084472656,Women,BF25356FD2A6E038F1A3A59C26687E80,1
46,9035,1.3983000106409191,Socks & Hosiery,HDE Women's Solid Color Premium Microfiber Tights,HDE,3.950000047683716,Women,D91FB359652B5C9D9842B11D1C6FADA5,1
47,14170,1.1859000150532462,Accessories,HDE Ladies Fashion Leather Skinny Belt with Bow Buckle & Gold Accents,HDE,2.950000047683716,Women,C5FE17B7A8D023ADE2BBB05E574EEF78,1
48,28411,2.083760045012236,Accessories,HDE Solid Color Suspenders - 20 Styles,HDE,4.880000114440918,Men,F512288BB4D64BBA2C024BC73646808D,1
49,28548,1.280300021749735,Accessories,HDE Classic Bow Tie,HDE,2.950000047683716,Men,D1D6E4E428DA3798F5D662CB3C8CD74F,1
50,28873,1.3904000092506408,Accessories,HDE Colorful Pattern Suspenders,HDE,3.950000047683716,Men,CCFED80E87BA3E3A64B55176DF02A9D5,1
51,29033,1.7182500154450535,Accessories,HDE Pattern Suspenders,HDE,3.950000047683716,Men,AA2C576BFEB26B7D269793A6F40D1961,1
52,25038,7.600199877980351,Socks,Huf Plantlife Crew Socks,Huf,11.949999809265137,Men,8A58BEB9988F8B83E2F4AD93576C2F6A,1
53,17159,28.429830918571056,Fashion Hoodies & Sweatshirts,Independent Trading Co. Mens Sherpa Lined Full-Zip Contrast Hooded Sweatshirt (Assorted Colors),ITC,54.9900016784668,Men,986AD3ADA4D93C1C474674751F941082,1
54,5357,15.4504798515518,Pants & Capris,(1272) Ladies Wide Leg Smart City Trousers Light Brown,Ice,27.989999771118164,Women,82DEBD8A12B498E765A11A8E51159440,1
55,5440,13.46318990700826,Pants & Capris,(1272) Wide Leg Smart Soft City Trousers Black,Ice,27.989999771118164,Women,7A2347D96752880E3D58D72E9813CC14,1
56,5474,13.89443986939028,Pants & Capris,(1279) Skinny Trousers Military Army Look Camourflage,Ice,24.989999771118164,Women,4DEA382D82666332FB564F2E711CBC71,1
57,7234,9.19631984055072,Skirts,(2384) Fishtail Peplum Hem Pencil Skirt Black,Ice,24.989999771118164,Women,44D47238D7D3E17AA176019EAFAC82AF,1
58,7236,11.383619829264582,Skirts,ICE (2328) Stretch Black Satin Pencil Skirt-14,Ice,25.989999771118164,Women,58AE23D878A47004366189884C2F8440,1
59,7246,9.452059872821495,Skirts,(2328) Satin Pencil Skirt with Skinny Belt Purple,Ice,23.989999771118164,Women,D240CB4A3E3D2ED5250AC2E1480422F0,1
60,7377,10.1959198788739,Skirts,(2382) Waist Detail Pencil Skirt Shadow Stripe,Ice,24.989999771118164,Women,A76C0ABE2B7B1B79E70F0073F43C3B44,1
61,7448,9.171329883230927,Skirts,(2384) Fishtail Flute Skirt with Free Skinny Belt Beige,Ice,24.989999771118164,Women,987B75E2727AE55289ABD70D3F5864E6,1
62,7903,10.567589980136454,Blazers & Jackets,ICE (5066) ladies smart herring bone tweed jacket brown 6-16,Ice,30.989999771118164,Women,84CB17743002B4CFB81B0153CEE648FC,1
63,8080,37.113601108783485,Suits,(6252) Pinstripe Tailored Boot Leg Trouser Suit,Ice,57.9900016784668,Women,D4A973E303EC37692CC8923E3148EEF7,1
64,8089,49.165528608800166,Suits,(6249-2) Smart Satin Evening Suit with Flute Skirt Beige,Ice,75.98999786376953,Women,A992A9E939240CE589ACCF70240BDDDA,1
65,8093,14.139569917708933,Suits,ICE (2327) smart stretch pencil skirt + FREE belt black size 6-14,Ice,21.989999771118164,Women,7818354194C4FEAE57304ABADC2C437C,1
66,8101,8.50591988700248,Suits,ICE (2210) stretch pencil skirt school office navy blue sizes 4-14,Ice,13.989999771118164,Women,C035226640B6B89FFAF333F54E523C10,1
67,8103,38.11730891824752,Suits,ICE (6237-2) pinstripe tailored trouser suit dark brown sizes 8-16,Ice,66.98999786376953,Women,44151DE6BE734DB545EC958E77B0F9DF,1
68,8107,36.057561151015165,Suits,(6251) Smart Casual Tailored Trouser Suit Dark Grey,Ice,55.9900016784668,Women,7706D2DC2DA6837340EFFD985DC620B6,1
69,8109,37.754101099950816,Suits,(6240) Dip Hemmed Flute Skirt Suit Pinstripe Black,Ice,63.9900016784668,Women,D30D0F522A86B3665D8E3A9A91472E28,1
70,8110,9.701289908803105,Suits,ICE (2356) stretch pencil skirt smart casual black 4-16,Ice,16.989999771118164,Women,71B9E42FD1490C2EE83C1BC4C4E37DA3,1
71,8139,59.51379877566248,Suits,(6242) Function Cocktail Lace Bolero Skirt Suit Black,Ice,95.98999786376952,Women,E025B6279C1B88D3EC0ECA6FCB6E6280,1
72,8145,44.83409886984303,Suits,(6249-3) Teddy Style Function Suit with Pencil Skirt Grey,Ice,75.98999786376953,Women,0C0CFD9478C6551FBFE74A7ACB6FC037,1
73,8148,42.90603882040273,Suits,ICE (6234) smart tailored pencil skirt suit grey stripe sizes 10-18,Ice,71.98999786376953,Women,E2C4C0B38669387A2A842E1FE391D233,1
74,8155,42.87359867274165,Suits,ICE (6237-1) pinstripe tailored trouser suit dark navy blue sizes 8-16,Ice,66.98999786376953,Women,FB647CA6672B0930E9D00DC384D8B16F,1
75,8158,15.12617992565751,Suits,ICE (2347) pencil skirt stretch sateen + FREE belt red size 6-16,Ice,25.989999771118164,Women,7AE26CBE9586DEA7D1F0FA372AA86811,1
76,8160,15.697959905421325,Suits,ICE (2328) pencil skirt stretch satin + FREE belt red size 6-16,Ice,25.989999771118164,Women,89D9C467C2926DE8EF12D1F3E006D06B,1
77,8162,9.820219895048735,Suits,ICE smart stretch pencil skirt beige 4-16,Ice,16.989999771118164,Women,7F2776F553FE2D5F8BC9A0E0A6D9EC12,1
78,8185,10.261959890300371,Suits,ICE (2356) Stretch Pencil Skirt Smart Casual Wine 4-16,Ice,16.989999771118164,Women,45AB12AFA05E563BB484781693DFFC87,1
79,8188,35.49766125103474,Suits,(6239) Waist Detail Pencil Skirt Suit Shadow Stripe Black,Ice,55.9900016784668,Women,62161512D8B1B5DB826778917E974B21,1
80,8189,19.204350993917885,Suits,ICE (2359) lined chelsea beaded pencil skirt black sizes 8-18,Ice,33.9900016784668,Women,65184321C340B4D56581EE59B58D9D56,1
81,8191,43.697928826136206,Suits,ICE (6230) smart pencil skirt suit black shadow stripe sizes 10-20,Ice,71.98999786376953,Women,4B2944DFEA61BE814911110C21DDD974,1
82,8194,16.139789889234155,Suits,ICE (2328) pencil skirt stretch satin + FREE belt black size 6-16,Ice,25.989999771118164,Women,90B8E8ECA90756905BF80C293AE6A50A,1
83,8195,39.658078809719605,Suits,ICE (6235) smart tailored trouser suit dark grey sizes 10-20,Ice,66.98999786376953,Women,3C88C1DB16B9523B4DCDCD572AA1E16A,1
84,8197,16.191769897296577,Suits,ICE (2347) Pencil Skirt Stretch Sateen + Free Belt Silver Grey Size 6-16,Ice,25.989999771118164,Women,35285AA740B37F0B1933DA97BF4CA4B9,1
85,8199,17.165639852822423,Suits,ICE (2360) smart fully lined suit pencil skirt texture dark grey sizes 10-20,Ice,26.989999771118164,Women,653CD6F9EFEFE6D273E2C116D2A6B765,1
86,8208,16.21775990132779,Suits,ICE (2347) pencil skirt stretch sateen + FREE belt black size 6-16,Ice,25.989999771118164,Women,342C472B95D00421BE10E9512B532866,1
87,8209,9.837209897604733,Suits,ICE (2356) towie stretch pencil skirt olympic red 4-16,Ice,16.989999771118164,Women,77AE1A5DA3B68DC65A9D1648242A29A7,1
88,70,56.92499983403832,Tops & Tees,LnA Women's Beach Raglan Sweater,LNA,99.0,Women,7CBBC409EC990F19C78C75BD1E06F215,1
89,791,44.6489999309415,Sweaters,LnA Women's Alexandrine Sweater,LNA,99.0,Women,DF7F28AC89CA37BF1ABD2F6C184FE1CF,1
90,2060,6.033999998122454,Fashion Hoodies & Sweatshirts,Next Level Apparel Ladies Juniors' Soft Thermal Hoodie T-Shirt. 8021,NLA,14.0,Women,F8C0C968632845CD133308B1A494967F,1
91,1935,59.90400007367134,Fashion Hoodies & Sweatshirts,QSW Women's Native Cocoon Hoodie,QSW,128.0,Women,8D55A249E6BAA5C06772297520DA2051,1
92,1972,36.876000098884106,Fashion Hoodies & Sweatshirts,QSW Women's Seabreeze Wrap,QSW,84.0,Women,C4DE8CED6214345614D33FB0B16A8ACD,1
93,2349,38.47200004756451,Fashion Hoodies & Sweatshirts,QSW Women's Sand Dunes Hoodie Sweater,QSW,84.0,Women,70FCB77E6349F4467EDD7227BAA73222,1
94,6529,31.960000045597557,Shorts,QSW Women's Hannah's Vintage Cutoff Short,QSW,68.0,Women,AC10EC1ACE51B2D973CD87973A98D3AB,1
95,12746,27.84000009298325,Swim,TYR Sport Women's Solid Diamondback Swim Suit,TYR,60.0,Women,C1FCFFD51EB7C38B7209A6106D66CC84,1
96,12750,34.93951924982994,Swim,TYR Sport Women's Firerock Diamondback Swim Suit,TYR,77.98999786376953,Women,45B865D134D2C25CF5ED131317FE88DE,1
97,12757,22.781000450715425,Swim,TYR Sport Women's Solid Maxback Swim Suit,TYR,59.950000762939446,Women,5B61616B138596DFA7C219DB523F73A6,1
98,12762,20.816100375162065,Swim,TYR Sport Women's Solid Durafast Diamondback Workout Bikini,TYR,45.450000762939446,Women,154D7DA9E669C75EE317D46614381DD8,1
99,12768,21.74639948249459,Swim,TYR Sport Women's Solid Diamondback Workout Bikini Swim Suit,TYR,55.7599983215332,Women,EFCCE1C8F8C7B18FFA9C63BF6A2713A7,1
100,12794,17.141639625748283,Swim,TYR Sport Women's Solid Durafast Maxback Swim Suit,TYR,40.619998931884766,Women,A0098FD07DB7692267FCA4F4169C9BA2,1
101,12803,28.096198903571064,Swim,TYR Sport Women's Reversible Solid Diamondback Swim Suit,TYR,70.94999694824219,Women,BBF514D16A56CBA73809FD0B7E262436,1
102,12807,31.13142924681276,Swim,TYR Alliance Maxback Women's Suit,TYR,76.48999786376953,Women,431CFE4BD4A84B68398E14AF4BE0BDC3,1
103,12815,19.171920763937685,Swim,TYR Sport Women's Durafast Diamondback With Stripping Swim Suit,TYR,46.9900016784668,Women,A48DE938587144BE6BE3B95682B5B948,1
104,12850,20.496350471267107,Swim,TYR Sport Women's Alliance Durafast Splice Diamondback Swim Suit,TYR,54.950000762939446,Women,237949CCEAABE986AC5C1CD65CEF13FF,1
105,12967,22.61623065244824,Swim,TYR Sport Women's Aurora Maxback Swim Suit,TYR,59.9900016784668,Women,5E2474F1E2B6E1E2A6985974062B664C,1
106,13052,22.518540757543448,Swim,TYR Sport Girls' Solid Durafast Maxback Swim Suit,TYR,49.060001373291016,Women,096CE33C96792E289516407EB29B62BB,1
107,13077,23.744000110775232,Swim,TYR Sport Women's Universe Diamondback Swim Suit,TYR,56.0,Women,A14FD85EBBD38DBEDDF3CD65BA2C1DA1,1
108,13190,27.94800014793873,Swim,TYR Sport Women's Reversible Solid Maxback Swim Suit,TYR,68.0,Women,7D288F69A0110EA0ADD97AE01491E752,1
109,13312,30.31200013216585,Swim,TYR Sport Women's Great White Diamondback Swim Suit,TYR,72.0,Women,9DD48D8DF816E1B2B78A1573D0B6CE78,1
110,13350,21.16806939591497,Swim,TYR Sport Women's Alliance Durafast Splice Diamondback Swim Suit,TYR,52.0099983215332,Women,560A6A01A9FCE179D1D3A1D8D56758A3,1
111,27445,24.71966119429112,Swim,TYR Sport Men's Square Leg Short Swim Suit,TYR,38.9900016784668,Men,2AB7D3B23574C3DEA2BD278AFD0939AB,1
112,27457,15.89760025509596,Swim,TYR Sport Men's Solid Durafast Jammer Swim Suit,TYR,27.600000381469727,Men,8F831227B0EB6C6D09A0555531365933,1
113,27466,17.850000048056245,Swim,TYR Sport Men's Swim Short/Resistance Short Swim Suit,TYR,30.0,Men,67317D6DCC4CB778AEB9219565F5456B,1
114,27481,29.408000515669585,Swim,TYR Alliance Team Splice Jammer,TYR,45.950000762939446,Men,213C888198806EF1A0E2BBF2F4855C6C,1
115,27487,15.655589914467036,Swim,TYR Sport Men's 4-Inch Nylon Trainer-A Swim Suit,TYR,26.489999771118164,Men,978F39314267ADC0E1C50DB2615B467C,1
116,27510,22.57175048463792,Swim,TYR Sport Men's Solid Jammer Swim Suit,TYR,39.950000762939446,Men,4ECBB790F241666326D31F799EB85D1E,1
117,27529,22.824000120162964,Swim,TYR Sport Men's Poly Mesh Trainer Swim Suit,TYR,36.0,Men,C386CBA5332D11385672EE52D036E8C1,1
118,27537,24.353911066282688,Swim,TYR Sport Men's Alliance Durafast Splice Square Leg Swim Suit,TYR,39.9900016784668,Men,D012C46243D7E2391B64B221DFCC18E3,1
119,27552,19.317550501902403,Swim,TYR Sport Men's Solid Racer Swim Suit,TYR,33.95000076293945,Men,2AF9B1A840B4ECD522FE1CDA88C8385E,1
120,27599,16.436200169558823,Swim,TYR Sport Men's 8-Inch Nylon Team Trainer Swim Suit,TYR,26.51000022888184,Men,B856243E684B903DE6085DC70830792A,1
121,27674,27.065919520119127,Swim,TYR Sport Men's Firerock Splice Jammer Swim Suit,TYR,44.959999084472656,Men,18F16DE5C7012D9AB4E5DE2A0DCB829B,1
122,27812,14.89403989607658,Swim,TYR Sport Men's Solid Durafast Racer Swim Suit,TYR,24.989999771118164,Men,9729C9467900E712F46044A2E54DA67F,1
123,27960,15.075000037904829,Swim,TYR Sport Men's Firerock Splice Racer Swim Suit,TYR,25.0,Men,7428F98008346BB6AA6FC92D257505AB,1
124,27976,16.935750499164687,Swim,TYR Sport Men's Alliance Durafast Splice Racer Swim Suit,TYR,28.950000762939453,Men,8A39B5F5618C5F29CD29E10B4C15AADB,1
125,28039,21.698000088334084,Swim,TYR Sport Men's Universe Racer,TYR,38.0,Men,0B890A8CA95E146AE3686E4BD3B8C9D2,1
126,28167,24.84000004827976,Swim,TYR Sport Men's Universe Splice Jammer,TYR,40.0,Men,BBDBF47737D418BDC77C73EF28C50A49,1
127,28204,30.940000083297488,Swim,TYR Sport Men's Great White Epic Splice Jammer Swim Suit,TYR,52.0,Men,ECBC7B96B9EC7951187D0DA02230773D,1
128,1513,5.520749888207764,Sweaters,VIP Womens Bright Crochet Pullover Sweater,VIP,12.989999771118164,Women,2B3BF3EEE2475E03885A110E9ACAAB61,1
129,3580,5.651959895857573,Dresses,VIP Womens Ladies Belted Pleated Skater Party Dress,VIP,13.989999771118164,Women,630B7D8DD49A0BAB667498F287D68C16,1
130,4330,21.16600000113249,Jeans,YMI Juniors Five Pocket Jegging Jean,YMI,38.0,Women,0D5BD023A3EE11C7ABCA5B42A93C4866,1
131,4474,16.042479567889572,Jeans,YMI Juniors Floral Skinny,YMI,27.46999931335449,Women,0E1FEAE55E360FF05FEF58199B3FA521,1
132,4477,14.925300380962714,Jeans,YMI Belted Flare Leg Jeans [P466255-B1093],YMI,27.950000762939453,Women,D03A857A23B5285736C4D55E0BB067C8,1
133,4889,15.886519859669283,Jeans,YMI Sandblasted Stretch Skinny Jeans [P139657],YMI,28.989999771118164,Women,CF63547FADC1AA6E897A62291E0CB124,1
134,4946,13.82499998435378,Jeans,YMI Juniors Fleur De Lis Capri Jean,YMI,25.0,Women,280CF18BAF4311C92AA5A042336587D3,1
135,4983,15.828539850623384,Jeans,YMI Stretch Bootcut Jeans W/ Button-Flap Pockets [P362075],YMI,28.989999771118164,Women,124C3E4ADA4A529AA0FEDECE80BB42AB,1
136,6332,5.302439947073758,Shorts,YMI Juniors Heavy Stitch Bermuda,YMI,11.329999923706056,Women,53B354612D26628E73986A80E254864E,1
137,6361,12.51998988651716,Shorts,YMI Stretch 5-Pocket Denim Bermuda Shorts [M66169],YMI,24.989999771118164,Women,38EB982EE635354D3FEBF457BEEEE736,1
138,6463,20.10199996829033,Shorts,YMI Juniors Colored Denim Short,YMI,38.0,Women,A2F04745390FD6897D09772B2CD1F581,1
139,6583,11.520389874376953,Shorts,YMI Cuffed Denim Shorts W/ Wide Waistband [S101437],YMI,24.989999771118164,Women,5763ABE87ED1938799203FB6E8650025,1
140,6591,20.25399999320507,Shorts,YMI Juniors Embroidered Short,YMI,38.0,Women,486FBD761BFA5400722324FDC9822ADC,1
141,6793,11.443229889750928,Shorts,YMI Stretch Distressed & Frayed Denim Shorts,YMI,23.989999771118164,Women,F5E536083A438CEC5B64A4954ABC17F1,1
142,25089,19.733719508542418,Socks,3 - Prs. 5.11 Tactical 9 inch Socks Black,5.11,31.8799991607666,Men,1CB6F99BF9ADCA74F84A17F6E5498BD6,1
143,29099,13.805250253187491,Accessories,Beza Geneva Money Clamp Black Matte with Wallet,Beza,34.95000076293945,Men,3540A005CE1B9C61B8C40338A7FA3B56,1
144,3212,25.73999997228384,Dresses,Bobi Women's Modal Jersey Cowl Neck Dress,Bobi,60.0,Women,0AAE0FEDE9A4D278E2F9A171E62FC76B,1
145,3351,41.47999983280897,Dresses,Bobi Women's Supreme Jersey Cutout Sleeve Dress,Bobi,85.0,Women,0B6ACE9E8971CF36F1782AA982A708DB,1
146,15178,27.240000106394287,Maternity,Boob Designs Fast Food Nursing Bra,Boob,60.0,Women,21278BABE2D47009E94CC926BCCD426A,1
147,24721,6.699000012129545,Socks,ECCO Men's Cushion Mercerized Cotton Sock,ECCO,11.0,Men,55AEB76C83AA533B11CBC33F9E40AA95,1
148,24771,6.170000024139881,Socks,ECCO Men's Crew Golf Cushion With Mesh Top Sock,ECCO,10.0,Men,4609A0CB0481252AB39445F70503E48F,1
149,25335,15.255000036209822,Socks,ECCO Men's 3-Pack Solid Rib Cushion Sock,ECCO,27.0,Men,6AA899171430D12D1ED53CC8C02DC3D6,1
150,25341,9.188869886052906,Socks,ECCO Men's Single Cushioned Crew Socks,ECCO,14.989999771118164,Men,6DDEFCB8A5912083892616EF3C95A8B6,1
151,12710,43.904000259935856,Swim,Echo Design Women's Crinkle Shirt Dress,ECHO,98.0,Women,B83B4B4FB7DEE46FD2E688F76E3F3928,1
152,12717,46.72800018638373,Swim,Echo Design Women's Solid Ruched One Piece,ECHO,118.0,Women,646E058FAC455DE8D1E52C4C49BAAC06,1
153,12720,26.92800010740757,Swim,Echo Design Women's Solid Open Shoulder Dress,ECHO,68.0,Women,12AE3F826BB1B9873C71C353F3DF494C,1
154,12721,22.0320001244545,Swim,Echo Design Women's Braided Halter Dress,ECHO,48.0,Women,B26BE92D375BC16823077BD874693E9C,1
155,12734,17.904000163078308,Swim,Echo Design Women's Loco Stripe Short Caftan,ECHO,48.0,Women,872DE53A900F3250AE5649EA19E5C381,1
156,12918,20.832000106573105,Swim,Echo Design Women's Batik Leaves Butterfly Tunic,ECHO,48.0,Women,52C031E023C8A03F30F57246F9C3D4F9,1
157,12974,45.47200015187264,Swim,Echo Design Women's Graphic Diamonds Tunic With Beads,ECHO,98.0,Women,293643DEF1BA1161BCDCFBFE434AB76D,1
158,13015,11.175800020900368,Swim,Echo Design Women's Solid Butterfly With Braided Ties,ECHO,29.40999984741211,Women,9990B876C04BA1532BF63A8944989828,1
159,13126,24.819479168046712,Swim,Echo Design Women's Metallic Stripe Butterfly Tunic,ECHO,52.91999816894531,Women,54591B5C8D4291C395119BDBDB3A4EE9,1
160,13152,15.03624071214557,Swim,Echo Design Women's Silk Beach Cover Up Dress Shirt,ECHO,39.9900016784668,Women,D92D7EC47187A662AACDA2D4B4C7628E,1
161,13184,30.10799999535084,Swim,Echo Design Women's Mambo Circles Keyhole Tunic,ECHO,78.0,Women,2F4CD0A689DF7A6613B9FF4E84B34DF6,1
162,13226,54.28000010550022,Swim,Echo Design Women's Solid Low Back One Piece,ECHO,118.0,Women,B27C40F1F7FB35FCF65D89DC29748E29,1
163,13284,5.586670217077407,Swim,Echo Design Women's Sundial Pareo,ECHO,13.270000457763672,Women,52D5D0F100D9DE6A78A830D358C6ADC7,1
164,13353,38.31800025701522,Swim,Echo Design Women's Cheetah Dress With Ties,ECHO,98.0,Women,18E8BBD4A4A899AFC26A4C8A12A1C308,1
165,13475,38.368000224232674,Swim,Echo Design Women's Mediterranean Stripe Butterfly Tunic,ECHO,88.0,Women,FBF76DFC000A67CAB7DC95B88F37475B,1
166,13489,18.86400005221367,Swim,Echo Design Women's Cheetah Butterfly Tunic,ECHO,48.0,Women,3A06105CF87A4A0D2B22CA218ACA4783,1
167,13499,9.525000024586916,Swim,Echo Design Women's Asymmetrical T-Shirt Cover-Up,ECHO,25.0,Women,4D230B683BF9840553AE57F4ACC96E81,1
